indice,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc,masa_g
70,,37.41184550000003,2026-05-28T08:37:37.547,2026-05-28T08:53:07.547,607.64
71,Error Arduino: HX711 not found.,37.4349608,2026-05-28T08:37:37.574,2026-05-28T08:53:07.574,
72,,38.42915819999985,2026-05-28T08:37:38.573,2026-05-28T08:53:08.573,607.52
73,Error Arduino: HX711 not found.,38.452579600000035,2026-05-28T08:37:38.597,2026-05-28T08:53:08.597,
74,,39.44603499999994,2026-05-28T08:37:39.584,2026-05-28T08:53:09.584,607.53
75,Error Arduino: HX711 not found.,39.46918949999986,2026-05-28T08:37:39.608,2026-05-28T08:53:09.608,
76,,40.46283689999996,2026-05-28T08:37:40.607,2026-05-28T08:53:10.607,607.61
77,Error Arduino: HX711 not found.,40.48587909999992,2026-05-28T08:37:40.630,2026-05-28T08:53:10.630,
78,,41.47971459999985,2026-05-28T08:37:41.624,2026-05-28T08:53:11.624,607.57
79,Error Arduino: HX711 not found.,41.502899899999875,2026-05-28T08:37:41.647,2026-05-28T08:53:11.647,
80,,42.49650380000003,2026-05-28T08:37:42.640,2026-05-28T08:53:12.640,607.54
81,Error Arduino: HX711 not found.,42.519658700000036,2026-05-28T08:37:42.664,2026-05-28T08:53:12.664,
82,,43.513333500000044,2026-05-28T08:37:43.657,2026-05-28T08:53:13.657,607.28
83,Error Arduino: HX711 not found.,43.536333199999945,2026-05-28T08:37:43.681,2026-05-28T08:53:13.681,
84,,44.53019399999994,2026-05-28T08:37:44.668,2026-05-28T08:53:14.668,627.93
85,Error Arduino: HX711 not found.,44.55319650000001,2026-05-28T08:37:44.697,2026-05-28T08:53:14.697,
86,,45.546949999999924,2026-05-28T08:37:45.691,2026-05-28T08:53:15.691,607.53
87,Error Arduino: HX711 not found.,45.57007069999986,2026-05-28T08:37:45.714,2026-05-28T08:53:15.714,
88,,46.563695699999926,2026-05-28T08:37:46.708,2026-05-28T08:53:16.708,607.51
89,Error Arduino: HX711 not found.,46.58683010000004,2026-05-28T08:37:46.731,2026-05-28T08:53:16.731,
90,,47.58040310000001,2026-05-28T08:37:47.717,2026-05-28T08:53:17.717,607.57
91,Error Arduino: HX711 not found.,47.60334489999991,2026-05-28T08:37:47.747,2026-05-28T08:53:17.747,
92,,48.59723669999994,2026-05-28T08:37:48.741,2026-05-28T08:53:18.741,607.56
93,Error Arduino: HX711 not found.,48.620274799999834,2026-05-28T08:37:48.764,2026-05-28T08:53:18.764,
94,,49.61396730000001,2026-05-28T08:37:49.758,2026-05-28T08:53:19.758,607.58
95,Error Arduino: HX711 not found.,49.637155299999904,2026-05-28T08:37:49.781,2026-05-28T08:53:19.781,
96,,50.63070689999995,2026-05-28T08:37:50.774,2026-05-28T08:53:20.774,607.6
97,Error Arduino: HX711 not found.,50.653790500000014,2026-05-28T08:37:50.798,2026-05-28T08:53:20.798,
98,,51.6476138999999,2026-05-28T08:37:51.790,2026-05-28T08:53:21.790,607.6
99,Error Arduino: HX711 not found.,51.670674599999984,2026-05-28T08:37:51.815,2026-05-28T08:53:21.815,
100,,52.66437010000004,2026-05-28T08:37:52.807,2026-05-28T08:53:22.807,607.6
101,Error Arduino: HX711 not found.,52.68767170000001,2026-05-28T08:37:52.831,2026-05-28T08:53:22.831,
102,,53.68110709999996,2026-05-28T08:37:53.824,2026-05-28T08:53:23.824,607.15
103,Error Arduino: HX711 not found.,53.70437609999999,2026-05-28T08:37:53.847,2026-05-28T08:53:23.847,
104,,54.698045800000045,2026-05-28T08:37:54.842,2026-05-28T08:53:24.842,607.67
105,Error Arduino: HX711 not found.,54.72139990000005,2026-05-28T08:37:54.864,2026-05-28T08:53:24.864,
106,,55.71511459999988,2026-05-28T08:37:55.859,2026-05-28T08:53:25.859,607.49
107,Error Arduino: HX711 not found.,55.73809899999992,2026-05-28T08:37:55.882,2026-05-28T08:53:25.882,
108,,56.7317994,2026-05-28T08:37:56.874,2026-05-28T08:53:26.874,607.67
109,Error Arduino: HX711 not found.,56.7549489999999,2026-05-28T08:37:56.897,2026-05-28T08:53:26.897,
110,,57.748472699999866,2026-05-28T08:37:57.893,2026-05-28T08:53:27.893,607.62
111,Error Arduino: HX711 not found.,57.77168039999992,2026-05-28T08:37:57.914,2026-05-28T08:53:27.914,
112,,58.76522950000003,2026-05-28T08:37:58.909,2026-05-28T08:53:28.909,607.58
113,,58.77842209999994,2026-05-28T08:37:58.916,2026-05-28T08:53:28.916,607.56
114,Error Arduino: HX711 not found.,58.80147959999999,2026-05-28T08:37:58.941,2026-05-28T08:53:28.941,
115,,59.79504849999989,2026-05-28T08:37:59.938,2026-05-28T08:53:29.938,607.58
116,Error Arduino: HX711 not found.,59.81813659999989,2026-05-28T08:37:59.959,2026-05-28T08:53:29.959,
117,,60.81182049999984,2026-05-28T08:38:00.956,2026-05-28T08:53:30.956,607.64
118,Error Arduino: HX711 not found.,60.83486649999986,2026-05-28T08:38:00.979,2026-05-28T08:53:30.979,
119,,61.82863529999986,2026-05-28T08:38:01.973,2026-05-28T08:53:31.973,607.56
120,Error Arduino: HX711 not found.,61.851735499999904,2026-05-28T08:38:01.996,2026-05-28T08:53:31.996,
121,,62.84548819999986,2026-05-28T08:38:02.984,2026-05-28T08:53:32.984,607.63
122,Error Arduino: HX711 not found.,62.86857539999983,2026-05-28T08:38:03.004,2026-05-28T08:53:33.004,
123,,63.86228310000001,2026-05-28T08:38:03.998,2026-05-28T08:53:33.998,607.55
124,Error Arduino: HX711 not found.,63.885374400000046,2026-05-28T08:38:04.028,2026-05-28T08:53:34.028,
125,,64.87905539999997,2026-05-28T08:38:05.014,2026-05-28T08:53:35.014,607.62
126,Error Arduino: HX711 not found.,64.90221150000002,2026-05-28T08:38:05.046,2026-05-28T08:53:35.046,
127,,65.89595289999988,2026-05-28T08:38:06.040,2026-05-28T08:53:36.040,607.54
128,Error Arduino: HX711 not found.,65.91929389999996,2026-05-28T08:38:06.060,2026-05-28T08:53:36.060,
129,,66.91287790000001,2026-05-28T08:38:07.050,2026-05-28T08:53:37.050,607.61
130,Error Arduino: HX711 not found.,66.93589239999983,2026-05-28T08:38:07.080,2026-05-28T08:53:37.080,
131,,67.92958499999986,2026-05-28T08:38:08.073,2026-05-28T08:53:38.073,607.54
132,Error Arduino: HX711 not found.,67.95265619999986,2026-05-28T08:38:08.097,2026-05-28T08:53:38.097,
133,,68.94646599999987,2026-05-28T08:38:09.084,2026-05-28T08:53:39.084,607.56
134,Error Arduino: HX711 not found.,68.96974490000002,2026-05-28T08:38:09.114,2026-05-28T08:53:39.114,
135,,69.9633475999999,2026-05-28T08:38:10.108,2026-05-28T08:53:40.108,607.63
136,Error Arduino: HX711 not found.,69.98659659999998,2026-05-28T08:38:10.124,2026-05-28T08:53:40.124,
137,,70.9802975,2026-05-28T08:38:11.124,2026-05-28T08:53:41.124,607.63
138,Error Arduino: HX711 not found.,71.00336319999997,2026-05-28T08:38:11.145,2026-05-28T08:53:41.145,
139,,71.99707279999984,2026-05-28T08:38:12.134,2026-05-28T08:53:42.134,607.55
140,Error Arduino: HX711 not found.,72.02013339999985,2026-05-28T08:38:12.164,2026-05-28T08:53:42.164,
141,,73.01384250000001,2026-05-28T08:38:13.155,2026-05-28T08:53:43.155,607.64
142,Error Arduino: HX711 not found.,73.03694429999996,2026-05-28T08:38:13.177,2026-05-28T08:53:43.177,
143,,74.03064549999999,2026-05-28T08:38:14.172,2026-05-28T08:53:44.172,607.63
144,Error Arduino: HX711 not found.,74.05366679999997,2026-05-28T08:38:14.198,2026-05-28T08:53:44.198,
145,,75.0474119999999,2026-05-28T08:38:15.191,2026-05-28T08:53:45.191,607.54
146,Error Arduino: HX711 not found.,75.07046889999992,2026-05-28T08:38:15.211,2026-05-28T08:53:45.211,
147,,76.06415609999999,2026-05-28T08:38:16.200,2026-05-28T08:53:46.200,607.62
148,Error Arduino: HX711 not found.,76.08754810000005,2026-05-28T08:38:16.230,2026-05-28T08:53:46.230,
149,,77.08104209999988,2026-05-28T08:38:17.224,2026-05-28T08:53:47.224,607.6
150,Error Arduino: HX711 not found.,77.10423309999987,2026-05-28T08:38:17.248,2026-05-28T08:53:47.248,
151,,78.09794889999989,2026-05-28T08:38:18.234,2026-05-28T08:53:48.234,607.59
152,Error Arduino: HX711 not found.,78.12106289999997,2026-05-28T08:38:18.264,2026-05-28T08:53:48.264,
153,,79.1147441999999,2026-05-28T08:38:19.257,2026-05-28T08:53:49.257,607.56
154,Error Arduino: HX711 not found.,79.13790199999994,2026-05-28T08:38:19.281,2026-05-28T08:53:49.281,
155,,80.13144339999985,2026-05-28T08:38:20.274,2026-05-28T08:53:50.274,607.63
156,Error Arduino: HX711 not found.,80.15448790000005,2026-05-28T08:38:20.298,2026-05-28T08:53:50.298,
157,,81.14827999999989,2026-05-28T08:38:21.291,2026-05-28T08:53:51.291,607.62
158,Error Arduino: HX711 not found.,81.17145419999997,2026-05-28T08:38:21.314,2026-05-28T08:53:51.314,
159,,82.16517799999997,2026-05-28T08:38:22.307,2026-05-28T08:53:52.307,607.62
160,Error Arduino: HX711 not found.,82.18829319999986,2026-05-28T08:38:22.332,2026-05-28T08:53:52.332,
161,,83.18187929999999,2026-05-28T08:38:23.324,2026-05-28T08:53:53.324,607.56
162,Error Arduino: HX711 not found.,83.2051469999999,2026-05-28T08:38:23.350,2026-05-28T08:53:53.350,
163,,84.19862679999983,2026-05-28T08:38:24.343,2026-05-28T08:53:54.343,607.65
164,Error Arduino: HX711 not found.,84.22198989999993,2026-05-28T08:38:24.364,2026-05-28T08:53:54.364,
165,,85.21549949999985,2026-05-28T08:38:25.357,2026-05-28T08:53:55.357,607.57
166,Error Arduino: HX711 not found.,85.23857669999984,2026-05-28T08:38:25.381,2026-05-28T08:53:55.381,
167,,86.2321981,2026-05-28T08:38:26.376,2026-05-28T08:53:56.376,607.59
168,Error Arduino: HX711 not found.,86.25553079999986,2026-05-28T08:38:26.397,2026-05-28T08:53:56.397,
169,,87.24896309999986,2026-05-28T08:38:27.390,2026-05-28T08:53:57.390,607.61
170,Error Arduino: HX711 not found.,87.27202739999984,2026-05-28T08:38:27.416,2026-05-28T08:53:57.416,
171,,88.26570749999996,2026-05-28T08:38:28.407,2026-05-28T08:53:58.407,607.57
172,Error Arduino: HX711 not found.,88.28896499999996,2026-05-28T08:38:28.431,2026-05-28T08:53:58.431,
173,,89.28255209999998,2026-05-28T08:38:29.424,2026-05-28T08:53:59.424,607.65
174,Error Arduino: HX711 not found.,89.30559979999998,2026-05-28T08:38:29.450,2026-05-28T08:53:59.450,
175,,90.29943349999985,2026-05-28T08:38:30.441,2026-05-28T08:54:00.441,607.59
176,Error Arduino: HX711 not found.,90.32254049999983,2026-05-28T08:38:30.464,2026-05-28T08:54:00.464,
177,,91.31616989999998,2026-05-28T08:38:31.460,2026-05-28T08:54:01.460,607.63
178,Error Arduino: HX711 not found.,91.33935699999984,2026-05-28T08:38:31.481,2026-05-28T08:54:01.481,
179,,92.33292310000002,2026-05-28T08:38:32.474,2026-05-28T08:54:02.474,607.57
180,,92.34622449999983,2026-05-28T08:38:32.491,2026-05-28T08:54:02.491,607.6
181,Error Arduino: HX711 not found.,92.36956740000005,2026-05-28T08:38:32.513,2026-05-28T08:54:02.513,
182,,93.36313329999984,2026-05-28T08:38:33.507,2026-05-28T08:54:03.507,607.55
183,Error Arduino: HX711 not found.,93.386393,2026-05-28T08:38:33.530,2026-05-28T08:54:03.530,
184,,94.37997539999992,2026-05-28T08:38:34.524,2026-05-28T08:54:04.524,607.61
185,Error Arduino: HX711 not found.,94.40303459999996,2026-05-28T08:38:34.547,2026-05-28T08:54:04.547,
186,,95.39682819999985,2026-05-28T08:38:35.541,2026-05-28T08:54:05.541,607.68
187,Error Arduino: HX711 not found.,95.41984060000004,2026-05-28T08:38:35.564,2026-05-28T08:54:05.564,
188,,96.41362449999997,2026-05-28T08:38:36.557,2026-05-28T08:54:06.557,607.6
189,Error Arduino: HX711 not found.,96.43668490000005,2026-05-28T08:38:36.580,2026-05-28T08:54:06.580,
190,,97.43032979999998,2026-05-28T08:38:37.574,2026-05-28T08:54:07.574,607.58
191,Error Arduino: HX711 not found.,97.45338709999987,2026-05-28T08:38:37.597,2026-05-28T08:54:07.597,
192,,98.44714109999995,2026-05-28T08:38:38.591,2026-05-28T08:54:08.591,607.6
193,Error Arduino: HX711 not found.,98.4703993999999,2026-05-28T08:38:38.614,2026-05-28T08:54:08.614,
194,,99.46398539999996,2026-05-28T08:38:39.608,2026-05-28T08:54:09.608,607.67
195,Error Arduino: HX711 not found.,99.48731249999992,2026-05-28T08:38:39.631,2026-05-28T08:54:09.631,
196,,100.4809057,2026-05-28T08:38:40.624,2026-05-28T08:54:10.624,607.57
197,Error Arduino: HX711 not found.,100.50390879999986,2026-05-28T08:38:40.648,2026-05-28T08:54:10.648,
198,,101.49781399999983,2026-05-28T08:38:41.641,2026-05-28T08:54:11.641,607.61
199,Error Arduino: HX711 not found.,101.52099429999998,2026-05-28T08:38:41.664,2026-05-28T08:54:11.664,
200,,102.51464069999997,2026-05-28T08:38:42.657,2026-05-28T08:54:12.657,607.57
201,Error Arduino: HX711 not found.,102.5378467999999,2026-05-28T08:38:42.681,2026-05-28T08:54:12.681,
202,,103.53138390000004,2026-05-28T08:38:43.667,2026-05-28T08:54:13.667,607.56
203,Error Arduino: HX711 not found.,103.55448460000002,2026-05-28T08:38:43.697,2026-05-28T08:54:13.697,
204,,104.54830149999998,2026-05-28T08:38:44.691,2026-05-28T08:54:14.691,607.64
205,Error Arduino: HX711 not found.,104.57138529999997,2026-05-28T08:38:44.714,2026-05-28T08:54:14.714,
206,,105.56496589999983,2026-05-28T08:38:45.700,2026-05-28T08:54:15.700,607.56
207,Error Arduino: HX711 not found.,105.58805839999991,2026-05-28T08:38:45.732,2026-05-28T08:54:15.732,
208,,106.58171949999996,2026-05-28T08:38:46.724,2026-05-28T08:54:16.724,607.59
209,Error Arduino: HX711 not found.,106.6047615,2026-05-28T08:38:46.749,2026-05-28T08:54:16.749,
210,,107.59843690000002,2026-05-28T08:38:47.743,2026-05-28T08:54:17.743,607.57
211,Error Arduino: HX711 not found.,107.62171579999995,2026-05-28T08:38:47.764,2026-05-28T08:54:17.764,
212,,108.61528520000002,2026-05-28T08:38:48.757,2026-05-28T08:54:18.757,607.56
213,Error Arduino: HX711 not found.,108.63824269999986,2026-05-28T08:38:48.781,2026-05-28T08:54:18.781,
214,,109.63211909999995,2026-05-28T08:38:49.776,2026-05-28T08:54:19.776,607.65
215,Error Arduino: HX711 not found.,109.65510829999994,2026-05-28T08:38:49.797,2026-05-28T08:54:19.797,
216,,110.6488531,2026-05-28T08:38:50.791,2026-05-28T08:54:20.791,607.55
217,Error Arduino: HX711 not found.,110.67184989999987,2026-05-28T08:38:50.814,2026-05-28T08:54:20.814,
218,,111.66570339999998,2026-05-28T08:38:51.807,2026-05-28T08:54:21.807,607.57
219,Error Arduino: HX711 not found.,111.68877750000001,2026-05-28T08:38:51.833,2026-05-28T08:54:21.833,
220,,112.68249549999996,2026-05-28T08:38:52.824,2026-05-28T08:54:22.824,607.59
221,Error Arduino: HX711 not found.,112.70551980000005,2026-05-28T08:38:52.850,2026-05-28T08:54:22.850,
222,,113.69948959999988,2026-05-28T08:38:53.844,2026-05-28T08:54:23.844,607.6
223,Error Arduino: HX711 not found.,113.72260819999997,2026-05-28T08:38:53.865,2026-05-28T08:54:23.865,
224,,114.71628689999989,2026-05-28T08:38:54.857,2026-05-28T08:54:24.857,607.6
225,Error Arduino: HX711 not found.,114.739466,2026-05-28T08:38:54.884,2026-05-28T08:54:24.884,
226,,115.73304280000002,2026-05-28T08:38:55.877,2026-05-28T08:54:25.877,607.62
227,Error Arduino: HX711 not found.,115.7563682,2026-05-28T08:38:55.897,2026-05-28T08:54:25.897,
228,,116.74990239999988,2026-05-28T08:38:56.891,2026-05-28T08:54:26.891,607.56
229,Error Arduino: HX711 not found.,116.77296789999991,2026-05-28T08:38:56.916,2026-05-28T08:54:26.916,
230,,117.76676029999999,2026-05-28T08:38:57.907,2026-05-28T08:54:27.907,607.55
231,Error Arduino: HX711 not found.,117.78992769999991,2026-05-28T08:38:57.934,2026-05-28T08:54:27.934,
232,,118.78361989999985,2026-05-28T08:38:58.924,2026-05-28T08:54:28.924,607.6
233,Error Arduino: HX711 not found.,118.80670959999998,2026-05-28T08:38:58.947,2026-05-28T08:54:28.947,
234,,119.80050080000001,2026-05-28T08:38:59.944,2026-05-28T08:54:29.944,607.59
235,Error Arduino: HX711 not found.,119.82364629999984,2026-05-28T08:38:59.966,2026-05-28T08:54:29.966,
236,,120.81735609999987,2026-05-28T08:39:00.957,2026-05-28T08:54:30.957,607.59
237,Error Arduino: HX711 not found.,120.84044769999991,2026-05-28T08:39:00.981,2026-05-28T08:54:30.981,
238,,121.83410449999997,2026-05-28T08:39:01.974,2026-05-28T08:54:31.974,607.58
239,Error Arduino: HX711 not found.,121.85727550000001,2026-05-28T08:39:01.997,2026-05-28T08:54:31.997,
240,,122.85089819999985,2026-05-28T08:39:02.991,2026-05-28T08:54:32.991,607.59
241,Error Arduino: HX711 not found.,122.87421799999993,2026-05-28T08:39:03.014,2026-05-28T08:54:33.014,
242,,123.86762109999995,2026-05-28T08:39:04.007,2026-05-28T08:54:34.007,607.58
243,Error Arduino: HX711 not found.,123.8906993999999,2026-05-28T08:39:04.034,2026-05-28T08:54:34.034,
244,,124.88442310000005,2026-05-28T08:39:05.028,2026-05-28T08:54:35.028,607.55
245,Error Arduino: HX711 not found.,124.90751279999995,2026-05-28T08:39:05.047,2026-05-28T08:54:35.047,
246,,125.90119719999984,2026-05-28T08:39:06.045,2026-05-28T08:54:36.045,607.58
247,,125.91434879999997,2026-05-28T08:39:06.057,2026-05-28T08:54:36.057,607.56
248,Error Arduino: HX711 not found.,125.93750460000001,2026-05-28T08:39:06.081,2026-05-28T08:54:36.081,
249,,126.93110739999997,2026-05-28T08:39:07.071,2026-05-28T08:54:37.071,607.61
250,Error Arduino: HX711 not found.,126.95434999999998,2026-05-28T08:39:07.099,2026-05-28T08:54:37.099,
251,,127.94798270000001,2026-05-28T08:39:08.091,2026-05-28T08:54:38.091,607.56
252,Error Arduino: HX711 not found.,127.97137899999984,2026-05-28T08:39:08.114,2026-05-28T08:54:38.114,
253,,128.96515939999995,2026-05-28T08:39:09.108,2026-05-28T08:54:39.108,607.57
254,Error Arduino: HX711 not found.,128.98832659999994,2026-05-28T08:39:09.132,2026-05-28T08:54:39.132,
255,,129.98195069999997,2026-05-28T08:39:10.124,2026-05-28T08:54:40.124,607.61
256,Error Arduino: HX711 not found.,130.00496679999992,2026-05-28T08:39:10.147,2026-05-28T08:54:40.147,
257,,130.9987051999999,2026-05-28T08:39:11.134,2026-05-28T08:54:41.134,607.54
258,Error Arduino: HX711 not found.,131.0218147999999,2026-05-28T08:39:11.164,2026-05-28T08:54:41.164,
259,,132.0155319999999,2026-05-28T08:39:12.157,2026-05-28T08:54:42.157,607.53
260,Error Arduino: HX711 not found.,132.03860009999994,2026-05-28T08:39:12.180,2026-05-28T08:54:42.180,
261,,133.03236679999986,2026-05-28T08:39:13.167,2026-05-28T08:54:43.167,607.58
262,Error Arduino: HX711 not found.,133.05545970000003,2026-05-28T08:39:13.197,2026-05-28T08:54:43.197,
263,,134.04918299999986,2026-05-28T08:39:14.191,2026-05-28T08:54:44.191,607.56
264,Error Arduino: HX711 not found.,134.0722272999999,2026-05-28T08:39:14.216,2026-05-28T08:54:44.216,
265,,135.06598799999983,2026-05-28T08:39:15.207,2026-05-28T08:54:45.207,607.55
266,Error Arduino: HX711 not found.,135.08907679999993,2026-05-28T08:39:15.233,2026-05-28T08:54:45.233,
267,,136.08269299999984,2026-05-28T08:39:16.227,2026-05-28T08:54:46.227,607.6
268,Error Arduino: HX711 not found.,136.10592699999984,2026-05-28T08:39:16.247,2026-05-28T08:54:46.247,
269,,137.09944229999996,2026-05-28T08:39:17.243,2026-05-28T08:54:47.243,607.55
270,Error Arduino: HX711 not found.,137.12269349999997,2026-05-28T08:39:17.264,2026-05-28T08:54:47.264,
271,,138.1162612999999,2026-05-28T08:39:18.257,2026-05-28T08:54:48.257,607.56
272,Error Arduino: HX711 not found.,138.139414,2026-05-28T08:39:18.281,2026-05-28T08:54:48.281,
273,,139.13294159999987,2026-05-28T08:39:19.274,2026-05-28T08:54:49.274,607.59
274,Error Arduino: HX711 not found.,139.15606119999984,2026-05-28T08:39:19.297,2026-05-28T08:54:49.297,
275,,140.14976749999983,2026-05-28T08:39:20.291,2026-05-28T08:54:50.291,607.6
