ind_hp,error_hp,voltaje_V,t_hp,fecha_hora_corregida_hp,fecha_hora_pc_hp,sensor_hp,tiempo_s,ind_bal,error_bal,t_bal,fecha_hora_corregida_bal,fecha_hora_pc_bal,masa_g,sensor_bal,delta_t_s
13,,9.329e-06,26.344904799999995,2026-05-28T08:41:55.476,2026-05-28T08:57:25.476,multimetro,26.344904799999995,48.0,,26.364353200000096,2026-05-28T08:41:55.490,2026-05-28T08:57:25.490,-0.84,balanza,0.019448400000101174
14,,4.0947e-05,28.354978999999958,2026-05-28T08:41:57.480,2026-05-28T08:57:27.480,multimetro,28.354978999999958,52.0,,28.395523599999933,2026-05-28T08:41:57.523,2026-05-28T08:57:27.523,-0.83,balanza,0.04054459999997562
15,,7.4293e-05,30.364556799999946,2026-05-28T08:41:59.490,2026-05-28T08:57:29.490,multimetro,30.364556799999946,56.0,,30.426733400000103,2026-05-28T08:41:59.557,2026-05-28T08:57:29.557,-0.79,balanza,0.06217660000015712
16,,4.083e-06,32.374723299999914,2026-05-28T08:42:01.504,2026-05-28T08:57:31.504,multimetro,32.374723299999914,60.0,,32.457889900000055,2026-05-28T08:42:01.580,2026-05-28T08:57:31.580,-0.74,balanza,0.08316660000014053
17,,3.0289e-05,34.38497230000007,2026-05-28T08:42:03.513,2026-05-28T08:57:33.513,multimetro,34.38497230000007,64.0,,34.48907989999998,2026-05-28T08:42:03.613,2026-05-28T08:57:33.613,-0.81,balanza,0.1041075999999066
18,,1.025e-05,36.394927800000005,2026-05-28T08:42:05.523,2026-05-28T08:57:35.523,multimetro,36.394927800000005,69.0,,36.53238970000007,2026-05-28T08:42:05.663,2026-05-28T08:57:35.663,-0.82,balanza,0.1374619000000621
19,,4.212e-05,38.404997300000105,2026-05-28T08:42:07.530,2026-05-28T08:57:37.530,multimetro,38.404997300000105,73.0,,38.563511500000004,2026-05-28T08:42:07.690,2026-05-28T08:57:37.690,-0.76,balanza,0.15851419999989957
20,,8.962e-06,40.41449480000006,2026-05-28T08:42:09.542,2026-05-28T08:57:39.542,multimetro,40.41449480000006,77.0,,40.59473040000012,2026-05-28T08:42:09.724,2026-05-28T08:57:39.724,-0.77,balanza,0.18023560000006
21,,1.159e-05,42.42471980000005,2026-05-28T08:42:11.550,2026-05-28T08:57:41.550,multimetro,42.42471980000005,81.0,,42.62607509999998,2026-05-28T08:42:11.749,2026-05-28T08:57:41.749,-0.73,balanza,0.20135529999993196
22,,8.962e-06,44.43490079999992,2026-05-28T08:42:13.566,2026-05-28T08:57:43.566,multimetro,44.43490079999992,85.0,,44.65726829999994,2026-05-28T08:42:13.782,2026-05-28T08:57:43.782,-0.77,balanza,0.22236750000001848
23,,1.1894e-05,46.44498799999997,2026-05-28T08:42:15.575,2026-05-28T08:57:45.575,multimetro,46.44498799999997,89.0,,46.688459100000046,2026-05-28T08:42:15.819,2026-05-28T08:57:45.819,-0.74,balanza,0.24347110000007888
24,,2.293e-06,48.45470360000013,2026-05-28T08:42:17.583,2026-05-28T08:57:47.583,multimetro,48.45470360000013,93.0,,48.71980159999998,2026-05-28T08:42:17.847,2026-05-28T08:57:47.847,-0.8,balanza,0.2650979999998526
25,,1.3202e-05,50.46457839999994,2026-05-28T08:42:19.590,2026-05-28T08:57:49.590,multimetro,50.46457839999994,97.0,,50.751097399999935,2026-05-28T08:42:19.880,2026-05-28T08:57:49.880,-0.7,balanza,0.2865189999999984
26,,5.141e-06,52.4745934,2026-05-28T08:42:21.604,2026-05-28T08:57:51.604,multimetro,52.4745934,102.0,,52.79448410000009,2026-05-28T08:42:21.923,2026-05-28T08:57:51.923,-0.71,balanza,0.31989070000008724
27,,1.1559e-05,54.48495200000002,2026-05-28T08:42:23.613,2026-05-28T08:57:53.613,multimetro,54.48495200000002,106.0,,54.82570030000011,2026-05-28T08:42:23.949,2026-05-28T08:57:53.949,-0.72,balanza,0.3407483000000866
28,,4.167e-06,56.494610400000056,2026-05-28T08:42:25.623,2026-05-28T08:57:55.623,multimetro,56.494610400000056,110.0,,56.85697069999992,2026-05-28T08:42:25.980,2026-05-28T08:57:55.980,-0.77,balanza,0.36236029999986386
29,,1.5485e-05,58.50507369999991,2026-05-28T08:42:27.630,2026-05-28T08:57:57.630,multimetro,58.50507369999991,114.0,,58.88820830000009,2026-05-28T08:42:28.013,2026-05-28T08:57:58.013,-0.76,balanza,0.38313460000017585
30,,7.235e-06,60.51447110000004,2026-05-28T08:42:29.640,2026-05-28T08:57:59.640,multimetro,60.51447110000004,118.0,,60.91950410000004,2026-05-28T08:42:30.047,2026-05-28T08:58:00.047,-0.73,balanza,0.4050330000000031
31,,1.381e-05,62.5248289000001,2026-05-28T08:42:31.647,2026-05-28T08:58:01.647,multimetro,62.5248289000001,122.0,,62.95079620000001,2026-05-28T08:42:32.080,2026-05-28T08:58:02.080,-0.78,balanza,0.4259672999999111
32,,9.863e-06,64.53470740000012,2026-05-28T08:42:33.666,2026-05-28T08:58:03.666,multimetro,64.53470740000012,126.0,,64.98210109999991,2026-05-28T08:42:34.113,2026-05-28T08:58:04.113,-0.77,balanza,0.44739369999979317
33,,1.2679e-05,66.54481190000001,2026-05-28T08:42:35.676,2026-05-28T08:58:05.676,multimetro,66.54481190000001,130.0,,67.01333320000003,2026-05-28T08:42:36.143,2026-05-28T08:58:06.143,-0.76,balanza,0.46852130000002035
34,,1.0574e-05,68.55491260000008,2026-05-28T08:42:37.680,2026-05-28T08:58:07.680,multimetro,68.55491260000008,134.0,Error Arduino: HX711 not found.,68.06448300000011,2026-05-28T08:42:37.193,2026-05-28T08:58:07.193,,balanza,-0.4904295999999704
35,,1.1904e-05,70.56444660000011,2026-05-28T08:42:39.690,2026-05-28T08:58:09.690,multimetro,70.56444660000011,138.0,Error Arduino: HX711 not found.,70.09572470000012,2026-05-28T08:42:39.223,2026-05-28T08:58:09.223,,balanza,-0.46872189999999136
36,,1.158e-05,72.57546619999994,2026-05-28T08:42:41.706,2026-05-28T08:58:11.706,multimetro,72.57546619999994,142.0,Error Arduino: HX711 not found.,72.12668570000005,2026-05-28T08:42:41.250,2026-05-28T08:58:11.250,,balanza,-0.44878049999988434
37,,1.2354e-05,74.58467599999994,2026-05-28T08:42:43.713,2026-05-28T08:58:13.713,multimetro,74.58467599999994,146.0,Error Arduino: HX711 not found.,74.15802950000011,2026-05-28T08:42:43.282,2026-05-28T08:58:13.282,,balanza,-0.4266464999998334
38,,1.1464e-05,76.59464400000002,2026-05-28T08:42:45.723,2026-05-28T08:58:15.723,multimetro,76.59464400000002,150.0,Error Arduino: HX711 not found.,76.18919630000005,2026-05-28T08:42:45.313,2026-05-28T08:58:15.313,,balanza,-0.4054476999999679
39,,1.0951e-05,78.60499709999999,2026-05-28T08:42:47.730,2026-05-28T08:58:17.730,multimetro,78.60499709999999,154.0,Error Arduino: HX711 not found.,78.2204663,2026-05-28T08:42:47.347,2026-05-28T08:58:17.347,,balanza,-0.3845307999999932
40,,1.1559e-05,80.61511079999991,2026-05-28T08:42:49.740,2026-05-28T08:58:19.740,multimetro,80.61511079999991,158.0,Error Arduino: HX711 not found.,80.25183829999992,2026-05-28T08:42:49.383,2026-05-28T08:58:19.383,,balanza,-0.36327249999999367
41,,1.0009e-05,82.62453860000005,2026-05-28T08:42:51.747,2026-05-28T08:58:21.747,multimetro,82.62453860000005,162.0,Error Arduino: HX711 not found.,82.2829021,2026-05-28T08:42:51.413,2026-05-28T08:58:21.413,,balanza,-0.34163650000004964
42,,1.2386e-05,84.63463120000006,2026-05-28T08:42:53.766,2026-05-28T08:58:23.766,multimetro,84.63463120000006,167.0,Error Arduino: HX711 not found.,84.32682109999996,2026-05-28T08:42:53.456,2026-05-28T08:58:23.456,,balanza,-0.307810100000097
43,,9.527e-06,86.65152839999996,2026-05-28T08:42:55.780,2026-05-28T08:58:25.780,multimetro,86.65152839999996,171.0,Error Arduino: HX711 not found.,86.35783740000011,2026-05-28T08:42:55.480,2026-05-28T08:58:25.480,,balanza,-0.2936909999998534
44,,1.0909e-05,88.65483199999994,2026-05-28T08:42:57.781,2026-05-28T08:58:27.781,multimetro,88.65483199999994,175.0,Error Arduino: HX711 not found.,88.38880280000012,2026-05-28T08:42:57.513,2026-05-28T08:58:27.513,,balanza,-0.2660291999998208
45,,1.0407e-05,90.66507290000004,2026-05-28T08:42:59.792,2026-05-28T08:58:29.792,multimetro,90.66507290000004,179.0,Error Arduino: HX711 not found.,90.42013999999995,2026-05-28T08:42:59.547,2026-05-28T08:58:29.547,,balanza,-0.24493290000009438
46,,1.2805e-05,92.67502409999997,2026-05-28T08:43:01.804,2026-05-28T08:58:31.804,multimetro,92.67502409999997,183.0,Error Arduino: HX711 not found.,92.45157480000012,2026-05-28T08:43:01.582,2026-05-28T08:58:31.582,,balanza,-0.22344929999985652
47,,1.3066e-05,94.68470120000006,2026-05-28T08:43:03.815,2026-05-28T08:58:33.815,multimetro,94.68470120000006,187.0,Error Arduino: HX711 not found.,94.48272270000007,2026-05-28T08:43:03.613,2026-05-28T08:58:33.613,,balanza,-0.20197849999999562
48,,1.3925e-05,96.69464990000006,2026-05-28T08:43:05.824,2026-05-28T08:58:35.824,multimetro,96.69464990000006,191.0,Error Arduino: HX711 not found.,96.51419549999991,2026-05-28T08:43:05.640,2026-05-28T08:58:35.640,,balanza,-0.18045440000014423
49,,1.2051e-05,98.7048205000001,2026-05-28T08:43:07.830,2026-05-28T08:58:37.830,multimetro,98.7048205000001,195.0,Error Arduino: HX711 not found.,98.54545570000005,2026-05-28T08:43:07.676,2026-05-28T08:58:37.676,,balanza,-0.1593648000000485
