ind_hp,error_hp,voltaje_V,t_hp,fecha_hora_corregida_hp,fecha_hora_pc_hp,sensor_hp,tiempo_s,ind_bal,error_bal,t_bal,fecha_hora_corregida_bal,fecha_hora_pc_bal,masa_g,sensor_bal,delta_t_s
11,,1.3024e-05,2.9647339999999076,2026-05-28T08:48:41.497,2026-05-28T09:04:11.497,multimetro,2.9647339999999076,1.0,,2.9572916999998142,2026-05-28T08:48:41.485,2026-05-28T09:04:11.485,0.03,balanza,-0.0074423000000933826
12,,1.0323e-05,3.214543699999922,2026-05-28T08:48:41.747,2026-05-28T09:04:11.747,multimetro,3.214543699999922,2.0,Error Arduino: HX711 not found.,2.9816298999999162,2026-05-28T08:48:41.514,2026-05-28T09:04:11.514,,balanza,-0.23291380000000572
13,,1.314e-05,3.465052999999898,2026-05-28T08:48:41.998,2026-05-28T09:04:11.998,multimetro,3.465052999999898,2.0,Error Arduino: HX711 not found.,2.9816298999999162,2026-05-28T08:48:41.514,2026-05-28T09:04:11.514,,balanza,-0.4834230999999818
14,,9.192e-06,3.7151508999997986,2026-05-28T08:48:42.248,2026-05-28T09:04:12.248,multimetro,3.7151508999997986,3.0,,3.9739160999999967,2026-05-28T08:48:42.501,2026-05-28T09:04:12.501,-0.04,balanza,0.2587652000001981
15,,1.3056e-05,3.9646668999998838,2026-05-28T08:48:42.497,2026-05-28T09:04:12.497,multimetro,3.9646668999998838,3.0,,3.9739160999999967,2026-05-28T08:48:42.501,2026-05-28T09:04:12.501,-0.04,balanza,0.009249200000112978
16,,9.716e-06,4.214631299999837,2026-05-28T08:48:42.747,2026-05-28T09:04:12.747,multimetro,4.214631299999837,4.0,Error Arduino: HX711 not found.,3.9972458999998253,2026-05-28T08:48:42.530,2026-05-28T09:04:12.530,,balanza,-0.21738540000001194
17,,1.2553e-05,4.46484989999999,2026-05-28T08:48:42.998,2026-05-28T09:04:12.998,multimetro,4.46484989999999,4.0,Error Arduino: HX711 not found.,3.9972458999998253,2026-05-28T08:48:42.530,2026-05-28T09:04:12.530,,balanza,-0.4676040000001649
18,,9.988e-06,4.714610499999935,2026-05-28T08:48:43.246,2026-05-28T09:04:13.246,multimetro,4.714610499999935,5.0,,4.988634099999899,2026-05-28T08:48:43.512,2026-05-28T09:04:13.512,0.04,balanza,0.27402359999996406
19,,1.2731e-05,4.964956799999982,2026-05-28T08:48:43.497,2026-05-28T09:04:13.497,multimetro,4.964956799999982,5.0,,4.988634099999899,2026-05-28T08:48:43.512,2026-05-28T09:04:13.512,0.04,balanza,0.023677299999917523
20,,1.0889e-05,5.214664099999936,2026-05-28T08:48:43.746,2026-05-28T09:04:13.746,multimetro,5.214664099999936,6.0,Error Arduino: HX711 not found.,5.011694799999987,2026-05-28T08:48:43.540,2026-05-28T09:04:13.540,,balanza,-0.20296929999994973
21,,1.2229e-05,5.464576699999952,2026-05-28T08:48:43.996,2026-05-28T09:04:13.996,multimetro,5.464576699999952,6.0,Error Arduino: HX711 not found.,5.011694799999987,2026-05-28T08:48:43.540,2026-05-28T09:04:13.540,,balanza,-0.45288189999996575
22,,1.0962e-05,5.714709899999889,2026-05-28T08:48:44.246,2026-05-28T09:04:14.246,multimetro,5.714709899999889,7.0,,6.004223499999853,2026-05-28T08:48:44.533,2026-05-28T09:04:14.533,-0.05,balanza,0.28951359999996384
23,,1.2166e-05,5.964658399999962,2026-05-28T08:48:44.496,2026-05-28T09:04:14.496,multimetro,5.964658399999962,7.0,,6.004223499999853,2026-05-28T08:48:44.533,2026-05-28T09:04:14.533,-0.05,balanza,0.03956509999989066
24,,1.1621e-05,6.215112399999953,2026-05-28T08:48:44.746,2026-05-28T09:04:14.746,multimetro,6.215112399999953,8.0,Error Arduino: HX711 not found.,6.0274001999998745,2026-05-28T08:48:44.559,2026-05-28T09:04:14.559,,balanza,-0.18771220000007816
25,,1.1705e-05,6.464681199999859,2026-05-28T08:48:44.996,2026-05-28T09:04:14.996,multimetro,6.464681199999859,8.0,Error Arduino: HX711 not found.,6.0274001999998745,2026-05-28T08:48:44.559,2026-05-28T09:04:14.559,,balanza,-0.4372809999999845
26,,1.1768e-05,6.732786699999906,2026-05-28T08:48:45.266,2026-05-28T09:04:15.266,multimetro,6.732786699999906,9.0,,7.018910499999947,2026-05-28T08:48:45.549,2026-05-28T09:04:15.549,0.06,balanza,0.28612380000004123
27,,1.1381e-05,6.966942899999822,2026-05-28T08:48:45.498,2026-05-28T09:04:15.498,multimetro,6.966942899999822,9.0,,7.018910499999947,2026-05-28T08:48:45.549,2026-05-28T09:04:15.549,0.06,balanza,0.05196760000012546
28,,1.047e-05,7.21470619999991,2026-05-28T08:48:45.746,2026-05-28T09:04:15.746,multimetro,7.21470619999991,10.0,Error Arduino: HX711 not found.,7.04208339999991,2026-05-28T08:48:45.569,2026-05-28T09:04:15.569,,balanza,-0.1726227999999992
29,,1.025e-05,7.465048599999818,2026-05-28T08:48:45.997,2026-05-28T09:04:15.997,multimetro,7.465048599999818,10.0,Error Arduino: HX711 not found.,7.04208339999991,2026-05-28T08:48:45.569,2026-05-28T09:04:15.569,,balanza,-0.4229651999999078
30,,1.2951e-05,7.714654499999824,2026-05-28T08:48:46.247,2026-05-28T09:04:16.247,multimetro,7.714654499999824,11.0,,8.03449230000001,2026-05-28T08:48:46.566,2026-05-28T09:04:16.566,-0.0,balanza,0.3198378000001867
31,,1.0899e-05,7.9649233000000095,2026-05-28T08:48:46.496,2026-05-28T09:04:16.496,multimetro,7.9649233000000095,11.0,,8.03449230000001,2026-05-28T08:48:46.566,2026-05-28T09:04:16.566,-0.0,balanza,0.06956900000000132
32,,1.2825e-05,8.215015199999925,2026-05-28T08:48:46.748,2026-05-28T09:04:16.748,multimetro,8.215015199999925,12.0,Error Arduino: HX711 not found.,8.057592399999976,2026-05-28T08:48:46.586,2026-05-28T09:04:16.586,,balanza,-0.15742279999994935
33,,1.1915e-05,8.465132799999992,2026-05-28T08:48:46.997,2026-05-28T09:04:16.997,multimetro,8.465132799999992,12.0,Error Arduino: HX711 not found.,8.057592399999976,2026-05-28T08:48:46.586,2026-05-28T09:04:16.586,,balanza,-0.40754040000001623
34,,1.1004e-05,8.71486159999995,2026-05-28T08:48:47.247,2026-05-28T09:04:17.247,multimetro,8.71486159999995,13.0,,9.050094599999966,2026-05-28T08:48:47.575,2026-05-28T09:04:17.575,-0.03,balanza,0.33523300000001655
35,,1.2302e-05,8.964577699999836,2026-05-28T08:48:47.496,2026-05-28T09:04:17.496,multimetro,8.964577699999836,13.0,,9.050094599999966,2026-05-28T08:48:47.575,2026-05-28T09:04:17.575,-0.03,balanza,0.08551690000012968
36,,1.226e-05,9.215104699999983,2026-05-28T08:48:47.746,2026-05-28T09:04:17.746,multimetro,9.215104699999983,14.0,Error Arduino: HX711 not found.,9.073194699999931,2026-05-28T08:48:47.606,2026-05-28T09:04:17.606,,balanza,-0.1419100000000526
37,,1.0365e-05,9.464799699999958,2026-05-28T08:48:47.996,2026-05-28T09:04:17.996,multimetro,9.464799699999958,14.0,Error Arduino: HX711 not found.,9.073194699999931,2026-05-28T08:48:47.606,2026-05-28T09:04:17.606,,balanza,-0.39160500000002685
38,,1.3506e-05,9.714611399999967,2026-05-28T08:48:48.246,2026-05-28T09:04:18.246,multimetro,9.714611399999967,15.0,,10.064664399999856,2026-05-28T08:48:48.597,2026-05-28T09:04:18.597,0.02,balanza,0.3500529999998889
39,,1.1841e-05,9.964843099999825,2026-05-28T08:48:48.497,2026-05-28T09:04:18.497,multimetro,9.964843099999825,15.0,,10.064664399999856,2026-05-28T08:48:48.597,2026-05-28T09:04:18.597,0.02,balanza,0.09982130000003053
